Den;Hodina;Nákup (MWh);Prodej (MWh);"Saldo DT
(MWh)";"Export
(MWh)";"Import
(MWh)";Množství - vč. Exp a Imp (MWh);Marginální cena ČR (EUR/MWh);Marginální cena ČR (Kč/MWh);Kurz Kč/EUR (ČNB);Částka (EUR)
1/4/2023;19;1957.7;3583.1;1625.4;2274.1;648.7;3583.1;133.58;3209.26;24.025;478630.5
1/4/2023;20;1885.8;3745;1859.2;2455;595.8;3745;155.83;3743.82;24.025;583583.35
1/4/2023;21;1738.9;3319.9;1581;2146.7;565.7;3319.9;153.14;3679.19;24.025;508409.49
1/4/2023;22;1465;3342.5;1877.5;2743.3;865.8;3342.5;149.69;3596.3;24.025;500338.83
1/4/2023;23;1202.3;3480.1;2277.8;2972.4;694.6;3480.1;150.09;3605.91;24.025;522328.21
1/4/2023;24;1116.6;3131.8;2015.2;3291.3;1276.1;3131.8;105.03;2523.35;24.025;328932.95
1/5/2023;1;1189.4;3884.2;2694.8;3145.7;450.9;3884.2;112.27;2697.85;24.03;436079.13
1/5/2023;2;1350.8;3020.3;1669.5;2992.8;1323.3;3020.3;117.85;2831.94;24.03;355942.36
1/5/2023;3;1310.3;2826.7;1516.4;2753.3;1236.9;2826.7;104.17;2503.21;24.03;294457.34
1/5/2023;4;1562;2680.8;1118.8;2425.6;1306.8;2680.8;56.07;1347.36;24.03;150312.46
1/5/2023;5;1349.2;2733;1383.8;2715.7;1331.9;2733;90.74;2180.48;24.03;247992.42
1/5/2023;6;1505.1;3399;1893.9;3258.7;1364.8;3399;113.43;2725.72;24.03;385548.57
1/5/2023;7;1957.4;3515.7;1558.3;2910.7;1352.4;3515.7;120.27;2890.09;24.03;422833.24
1/5/2023;8;2219.3;3513.4;1294.1;2807.9;1513.8;3513.4;150;3604.5;24.03;527010
1/5/2023;9;2198.9;3579.2;1380.3;2924.8;1544.5;3579.2;153.73;3694.13;24.03;550230.42
1/5/2023;10;2249.8;3515.5;1265.7;2898.2;1632.5;3515.5;144.97;3483.63;24.03;509642.04
1/5/2023;11;2189.1;3549.8;1360.7;2934.3;1573.6;3549.8;140.03;3364.92;24.03;497078.49
1/5/2023;12;2199.6;3583;1383.4;2845.1;1461.7;3583;144.25;3466.33;24.03;516847.75
1/5/2023;13;2224.4;3451;1226.6;2783.8;1557.2;3451;142.2;3417.07;24.03;490732.2
1/5/2023;14;2207.1;3467.2;1260.1;2763.1;1503;3467.2;142.72;3429.56;24.03;494838.78
1/5/2023;15;2104.6;3469.2;1364.6;2310.1;945.5;3469.2;151.03;3629.25;24.03;523953.28
1/5/2023;16;2069.8;3467.6;1397.8;2045.2;647.4;3467.6;159.48;3832.3;24.03;553012.85
1/5/2023;17;2072.3;3598.1;1525.8;1941.2;415.4;3598.1;172.73;4150.7;24.03;621499.81
1/5/2023;18;2044.6;3840.9;1796.3;1836.7;40.4;3840.9;193.42;4647.88;24.03;742906.88
1/5/2023;19;1990.5;3947.8;1957.3;1957.3;0;3947.8;194.67;4677.92;24.03;768518.23
1/5/2023;20;1967;3811.1;1844.1;1859.5;15.4;3811.1;177.98;4276.86;24.03;678299.58
1/5/2023;21;1895.6;3934.3;2038.7;2038.7;0;3934.3;163.99;3940.68;24.03;645185.86
1/5/2023;22;1673.4;3818.2;2144.8;2159.4;14.6;3818.2;152;3652.56;24.03;580366.4
1/5/2023;23;1461.6;3410.9;1949.3;2103.1;153.8;3410.9;144.64;3475.7;24.03;493352.58
1/5/2023;24;1355.9;3631.7;2275.8;2378.5;102.7;3631.7;127;3051.81;24.03;461225.9
1/6/2023;1;970.9;3651.4;2680.5;2988.7;308.2;3651.4;107.21;2578.94;24.055;391466.59
1/6/2023;2;962.9;2526.6;1563.7;2218.6;654.9;2526.6;101.1;2431.96;24.055;255439.26
1/6/2023;3;933.4;2298.6;1365.2;2235.5;870.3;2298.6;96.73;2326.84;24.055;222343.58
1/6/2023;4;951.9;1984.4;1032.5;2153.8;1121.3;1984.4;82.72;1989.83;24.055;164149.57
1/6/2023;5;985.8;2011.9;1026.1;2386.4;1360.3;2011.9;84.99;2044.43;24.055;170991.38
1/6/2023;6;1136.7;2034.9;898.2;2690.8;1792.6;2034.9;90.26;2171.2;24.055;183670.07
1/6/2023;7;1693.6;2793.3;1099.7;2853.8;1754.1;2793.3;100.76;2423.78;24.055;281452.91
1/6/2023;8;1995;3014.5;1019.5;2711.5;1692;3014.5;123.33;2966.7;24.055;371778.29
1/6/2023;9;1965.4;3175.5;1210.1;2565.4;1355.3;3175.5;127.38;3064.13;24.055;404495.19
1/6/2023;10;1985.7;3220.4;1234.7;2721.8;1487.1;3220.4;128.27;3085.54;24.055;413080.71
1/6/2023;11;1919.8;3232.8;1313;2880.5;1567.5;3232.8;124.89;3004.23;24.055;403744.39
1/6/2023;12;1880.2;3190.5;1310.3;2821.7;1511.4;3190.5;117.69;2831.03;24.055;375489.95
1/6/2023;13;1867.7;3049.8;1182.1;2727.4;1545.3;3049.8;117.77;2832.96;24.055;359174.95
1/6/2023;14;1842.1;2967.9;1125.8;2709.7;1583.9;2967.9;113.38;2727.36;24.055;336500.5
1/6/2023;15;1755.8;3149.3;1393.5;2866.9;1473.4;3149.3;127.84;3075.19;24.055;402606.51
1/6/2023;16;1723.3;3129.9;1406.6;2998.6;1592;3129.9;138.09;3321.76;24.055;432207.89
1/6/2023;17;1765;3297.7;1532.7;3022.3;1489.6;3297.7;145.28;3494.71;24.055;479089.86
1/6/2023;18;1699.6;3447.2;1747.6;2989.1;1241.5;3447.2;155.93;3750.9;24.055;537521.9
1/6/2023;19;1604.3;3639.3;2035;2968.5;933.5;3639.3;163.5;3932.99;24.055;595025.55
1/6/2023;20;1523.6;3482.6;1959;3184.9;1225.9;3482.6;146.74;3529.83;24.055;511036.72
1/6/2023;21;1521.9;3554.9;2033;3143.1;1110.1;3554.9;139.27;3350.14;24.055;495090.92
1/6/2023;22;1284.1;3610.1;2326;3320.8;994.8;3610.1;129.99;3126.91;24.055;469276.9
1/6/2023;23;1060.5;3682.3;2621.8;3461.4;839.6;3682.3;129.94;3125.71;24.055;478478.06
1/6/2023;24;964.2;3914.5;2950.3;3505.4;555.1;3914.5;121.21;2915.71;24.055;474476.55
1/7/2023;1;940.1;3313.4;2373.3;3311.6;938.3;3313.4;101.02;2430.04;24.055;334719.67
1/7/2023;2;1207.1;3591;2383.9;3086.3;702.4;3591;100.92;2427.63;24.055;362403.72
1/7/2023;3;1194.5;3457.5;2263;2988.2;725.2;3457.5;96.34;2317.46;24.055;333095.55
1/7/2023;4;1228;2824.6;1596.6;2554.3;957.7;2824.6;89.43;2151.24;24.055;252603.98
1/7/2023;5;1217.4;2494.6;1277.2;2427.7;1150.5;2494.6;85.01;2044.92;24.055;212065.95
1/7/2023;6;1211.2;3139.7;1928.5;2594;665.5;3139.7;86.96;2091.82;24.055;273028.31
1/7/2023;7;1278.9;3211.3;1932.4;2972.2;1039.8;3211.3;97.41;2343.2;24.055;312812.73
1/7/2023;8;1339.8;3273.3;1933.5;3128;1194.5;3273.3;103.21;2482.72;24.055;337837.29
1/7/2023;9;1397.9;3754.4;2356.5;3534.1;1177.6;3754.4;128.66;3094.92;24.055;483041.1
1/7/2023;10;1518.4;3798;2279.6;3268.7;989.1;3798;135.71;3264.5;24.055;515426.58
1/7/2023;11;1566.6;3541.3;1974.7;3121.2;1146.5;3541.3;126.08;3032.85;24.055;446487.1
1/7/2023;12;1618.1;3624.7;2006.6;3197.3;1190.7;3624.7;122.97;2958.04;24.055;445729.36
1/7/2023;13;1628.6;3685.8;2057.2;3223.7;1166.5;3685.8;120;2886.6;24.055;442296
1/7/2023;14;1609;3574.1;1965.1;3410.2;1445.1;3574.1;117.14;2817.8;24.055;418670.07
1/7/2023;15;1518.5;3482.8;1964.3;3227.5;1263.2;3482.8;122.24;2940.48;24.055;425737.47
1/7/2023;16;1555.8;3299;1743.2;2729.2;986;3299;123.58;2972.72;24.055;407690.42
1/7/2023;17;1622.6;2806;1183.4;2533;1349.6;2806;99.99;2405.26;24.055;280571.94
1/7/2023;18;1593.9;2918.9;1325;2581.8;1256.8;2918.9;103.86;2498.35;24.055;303156.95
1/7/2023;19;1571.8;3299.3;1727.5;2762.7;1035.2;3299.3;115;2766.33;24.055;379419.5
1/7/2023;20;1495.5;3173.8;1678.3;2816.4;1138.1;3173.8;104.83;2521.69;24.055;332709.45
1/7/2023;21;1414.1;3458.8;2044.7;3179.8;1135.1;3458.8;110;2646.05;24.055;380468
1/7/2023;22;1299.6;3269.8;1970.2;3100.3;1130.1;3269.8;98.41;2367.25;24.055;321781.02
1/7/2023;23;1253.6;3248.7;1995.1;3141.6;1146.5;3248.7;98.74;2375.19;24.055;320776.64
1/7/2023;24;1400.3;3289.5;1889.2;3076.4;1187.2;3289.5;70.27;1690.35;24.055;231153.17
1/8/2023;1;1393.6;3348.7;1955.1;3382.8;1427.7;3348.7;57.66;1387.01;24.055;193086.04
1/8/2023;2;2481.6;3414.6;933;2798.9;1865.9;3414.6;58.82;1414.92;24.055;200846.77
1/8/2023;3;2519;3390;871;2698.9;1827.9;3390;51.71;1243.88;24.055;175296.9
1/8/2023;4;2515.3;3383.2;867.9;2665.3;1797.4;3383.2;39.15;941.75;24.055;132452.28
1/8/2023;5;2515.1;3281.6;766.5;2590.4;1823.9;3281.6;50.25;1208.76;24.055;164900.4
1/8/2023;6;2516.2;3290.3;774.1;2714;1939.9;3290.3;49.78;1197.46;24.055;163791.13
1/8/2023;7;1746;3396.3;1650.3;3204.6;1554.3;3396.3;55.4;1332.65;24.055;188155.02
1/8/2023;8;1511.4;3311.5;1800.1;3265;1464.9;3311.5;62.86;1512.1;24.055;208160.89
1/8/2023;9;1372.2;3079.2;1707;3258.9;1551.9;3079.2;79.01;1900.59;24.055;243287.59
1/8/2023;10;1468.9;2934.1;1465.2;3124.5;1659.3;2934.1;97.55;2346.57;24.055;286221.46
1/8/2023;11;1602;2735.3;1133.3;2994.3;1861;2735.3;102.4;2463.23;24.055;280094.72
1/8/2023;12;1714.4;2693.8;979.4;2924.6;1945.2;2693.8;103.87;2498.59;24.055;279805.01
1/8/2023;13;1717.6;2741.9;1024.3;2704.1;1679.8;2741.9;101.69;2446.15;24.055;278823.81
1/8/2023;14;1754.5;2726.6;972.1;2625.1;1653;2726.6;99;2381.45;24.055;269933.4
1/8/2023;15;1674.4;2772;1097.6;2714.3;1616.7;2772;104.29;2508.7;24.055;289091.88
1/8/2023;16;1678.5;2880;1201.5;2676.7;1475.2;2880;107.91;2595.78;24.055;310780.8
1/8/2023;17;1663.1;3190.5;1527.4;2821.1;1293.7;3190.5;125.6;3021.31;24.055;400726.8
1/8/2023;18;1738.1;3248.4;1510.3;2984.3;1474;3248.4;133.98;3222.89;24.055;435220.63
1/8/2023;19;1768.2;3152.1;1383.9;2956.8;1572.9;3152.1;127.83;3074.95;24.055;402932.94
1/8/2023;20;1819.1;3114.1;1295;2891.4;1596.4;3114.1;119.68;2878.9;24.055;372695.49
1/8/2023;21;1760.6;3237.7;1477.1;3157.1;1680;3237.7;120;2886.6;24.055;388524
1/8/2023;22;1612.4;3104.8;1492.4;3152.4;1660;3104.8;106.05;2551.03;24.055;329264.04
1/8/2023;23;1572.3;3062.4;1490.1;2964.8;1474.7;3062.4;100.24;2411.27;24.055;306974.98
1/8/2023;24;1561.4;3167.8;1606.4;2392.7;786.3;3167.8;81.35;1956.87;24.055;257700.53
1/9/2023;1;1356.9;2719.3;1362.4;2094.9;732.5;2719.3;75.13;1802.37;23.99;204301.01
1/9/2023;2;2394.5;2670.5;276;1321.9;1045.9;2670.5;64.38;1544.48;23.99;171926.79
1/9/2023;3;2307.2;2791.2;484;1234.7;750.7;2791.2;60.28;1446.12;23.99;168253.54
1/9/2023;4;2255.4;2881.7;626.3;970.3;344;2881.7;39.41;945.45;23.99;113567.8
1/9/2023;5;2187.2;2796.5;609.3;991.9;382.6;2796.5;49.2;1180.31;23.99;137587.8
1/9/2023;6;1797.2;2755.6;958.4;1719.9;761.5;2755.6;75.26;1805.49;23.99;207386.46
1/9/2023;7;1783.3;3034.3;1251;2624.2;1373.2;3034.3;113.36;2719.51;23.99;343968.25
1/9/2023;8;2056.9;3248;1191.1;2575.6;1384.5;3248;164.96;3957.39;23.99;535790.08
1/9/2023;9;2045.3;3399.1;1353.8;2342.6;988.8;3399.1;180;4318.2;23.99;611838
1/9/2023;10;2103.7;3383.4;1279.7;2523.4;1243.7;3383.4;178.4;4279.82;23.99;603598.56
1/9/2023;11;2056.1;3345.1;1289;2710.1;1421.1;3345.1;166.12;3985.22;23.99;555688.01
1/9/2023;12;2052.7;3276.6;1223.9;2648.1;1424.2;3276.6;169.99;4078.06;23.99;556989.23
1/9/2023;13;2173.2;3081.9;908.7;2521.1;1612.4;3081.9;159.15;3818.01;23.99;490484.39
1/9/2023;14;2195;3006.9;811.9;2317.2;1505.3;3006.9;158.72;3807.69;23.99;477255.17
1/9/2023;15;2066.1;3194.1;1128;2711.8;1583.8;3194.1;159.82;3834.08;23.99;510481.06
1/9/2023;16;2029.7;3169.5;1139.8;2283.6;1143.8;3169.5;167.49;4018.09;23.99;530859.56
1/9/2023;17;2056.2;3363.7;1307.5;2512.6;1205.1;3363.7;174.66;4190.09;23.99;587503.84
1/9/2023;18;2019.4;3308.3;1288.9;2397.9;1109;3308.3;175.93;4220.56;23.99;582029.22
1/9/2023;19;1939.6;3423.6;1484;2185.5;701.5;3423.6;182.18;4370.5;23.99;623711.45
1/9/2023;20;1891.5;3512.7;1621.2;2428.6;807.4;3512.7;175.8;4217.44;23.99;617532.66
1/9/2023;21;1838.8;3670.3;1831.5;2757;925.5;3670.3;164.22;3939.64;23.99;602736.67
1/9/2023;22;1588.6;3508.7;1920.1;2705.8;785.7;3508.7;140.34;3366.76;23.99;492410.96
1/9/2023;23;1306.7;3256.3;1949.6;2381.6;432;3256.3;132;3166.68;23.99;429831.6
1/9/2023;24;1210.4;3376.1;2165.7;2414.1;248.4;3376.1;108.31;2598.36;23.99;365665.39
1/10/2023;1;1532.2;3285.9;1753.7;1935.2;181.5;3285.9;106.1;2544.81;23.985;348633.99
1/10/2023;2;1062.6;2609.9;1547.3;1918.2;370.9;2609.9;96.47;2313.83;23.985;251777.05
1/10/2023;3;1004.4;2661.1;1656.7;1965.1;308.4;2661.1;94.63;2269.7;23.985;251819.89
1/10/2023;4;1009;2585;1576;1727;151;2585;90.7;2175.44;23.985;234459.5
1/10/2023;5;1064.3;2572.6;1508.3;1508.3;0;2572.6;95.64;2293.93;23.985;246043.46
1/10/2023;6;1220.2;2992.8;1772.6;2215.3;442.7;2992.8;108.6;2604.77;23.985;325018.08
1/10/2023;7;1801;3222.1;1421.1;2238.5;817.4;3222.1;142.77;3424.34;23.985;460019.22
1/10/2023;8;2099.5;3315.7;1216.2;2112.8;896.6;3315.7;167.67;4021.57;23.985;555943.42
1/10/2023;9;2069.6;3291.2;1221.6;1842.1;620.5;3291.2;174.33;4181.31;23.985;573754.9
1/10/2023;10;2106.1;3074.8;968.7;1656.5;687.8;3074.8;169.49;4065.22;23.985;521147.85
1/10/2023;11;2067.1;3103.3;1036.2;1799.3;763.1;3103.3;165.16;3961.36;23.985;512541.03
1/10/2023;12;2073.7;3019.1;945.4;1871.3;925.9;3019.1;159.01;3813.86;23.985;480067.09
1/10/2023;13;2124.9;2925.3;800.4;1838.8;1038.4;2925.3;154.99;3717.44;23.985;453392.25
1/10/2023;14;2134.8;2977.8;843;1848;1005;2977.8;155.43;3727.99;23.985;462839.45
1/10/2023;15;2031.7;3055.5;1023.8;1998;974.2;3055.5;158.23;3795.15;23.985;483471.77
1/10/2023;16;2024.1;2988.1;964;1909.6;945.6;2988.1;158.83;3809.54;23.985;474599.92
1/10/2023;17;2042.5;2955.9;913.4;2031.6;1118.2;2955.9;157.59;3779.8;23.985;465820.28
1/10/2023;18;2033;2952.7;919.7;1985.3;1065.6;2952.7;160.94;3860.15;23.985;475207.54
1/10/2023;19;1991.7;3032.6;1040.9;1947.3;906.4;3032.6;155.24;3723.43;23.985;470780.82
1/10/2023;20;1961.5;3003.1;1041.6;2114;1072.4;3003.1;148.57;3563.45;23.985;446170.57
1/10/2023;21;1867.1;3349.7;1482.6;2149.4;666.8;3349.7;136.78;3280.67;23.985;458171.97
1/10/2023;22;1624.8;3337.8;1713;2377.8;664.8;3337.8;114.06;2735.73;23.985;380709.47
1/10/2023;23;1361.4;3086.9;1725.5;2560.1;834.6;3086.9;104.18;2498.76;23.985;321593.24
1/10/2023;24;1238.2;2317.9;1079.7;2236.4;1156.7;2317.9;67.83;1626.9;23.985;157223.16
1/11/2023;1;1555.5;2243.1;687.6;2045.4;1357.8;2243.1;19.48;468.01;24.025;43695.59
1/11/2023;2;1776;2186.7;410.7;1876.4;1465.7;2186.7;5.43;130.46;24.025;11873.78
1/11/2023;3;1734.7;2259.7;525;1832.5;1307.5;2259.7;7.91;190.04;24.025;17874.23
1/11/2023;4;1737.3;2319.9;582.6;2175.4;1592.8;2319.9;1.96;47.09;24.025;4547
1/11/2023;5;1754.2;2246.5;492.3;2288.3;1796;2246.5;15.15;363.98;24.025;34034.48
1/11/2023;6;1414.5;1925.6;511.1;2411.2;1900.1;1925.6;57;1369.43;24.025;109759.2
1/11/2023;7;1900.5;2645.1;744.6;2567.7;1823.1;2645.1;113.9;2736.45;24.025;301276.89
1/11/2023;8;2131.7;2602.4;470.7;2245.5;1774.8;2602.4;155.41;3733.73;24.025;404438.98
1/11/2023;9;2072.9;2993.8;920.9;2410.2;1489.3;2993.8;166.02;3988.63;24.025;497030.68
1/11/2023;10;2068.9;3067.6;998.7;2337.1;1338.4;3067.6;177.57;4266.12;24.025;544713.73
1/11/2023;11;2011.2;2747.5;736.3;2261.7;1525.4;2747.5;161.21;3873.07;24.025;442924.48
1/11/2023;12;2055.3;2658;602.7;2251.1;1648.4;2658;156.02;3748.38;24.025;414701.16
1/11/2023;13;2101.5;2605.1;503.6;2226.8;1723.2;2605.1;157.83;3791.87;24.025;411162.93
1/11/2023;14;2114.2;2384;269.8;2082.9;1813.1;2384;143.03;3436.3;24.025;340983.52
1/11/2023;15;2019.4;2522.5;503.1;2124;1620.9;2522.5;147.84;3551.86;24.025;372926.4
1/11/2023;16;2027.3;2533.7;506.4;2216.1;1709.7;2533.7;148.16;3559.54;24.025;375392.99
1/11/2023;17;1985.9;2579;593.1;2241.7;1648.6;2579;153.11;3678.47;24.025;394870.69
1/11/2023;18;1999;2608.2;609.2;2154.9;1545.7;2608.2;157.97;3795.23;24.025;412017.35
1/11/2023;19;1870.8;2677.6;806.8;2285.7;1478.9;2677.6;155.22;3729.16;24.025;415617.07
1/11/2023;20;1795.6;2710.1;914.5;2457.5;1543;2710.1;156;3747.9;24.025;422775.6
1/11/2023;21;1752.8;2840.5;1087.7;2672.1;1584.4;2840.5;146.14;3511.01;24.025;415110.67
1/11/2023;22;1500.3;2802.7;1302.4;2775.8;1473.4;2802.7;128.01;3075.44;24.025;358773.63
1/11/2023;23;1242.5;2841.7;1599.2;2955.8;1356.6;2841.7;123.78;2973.82;24.025;351745.63
1/11/2023;24;1451.2;3051;1599.8;3040.3;1440.5;3051;103.32;2482.26;24.025;315229.32
1/12/2023;1;1789.8;2557.8;768;2338.6;1570.6;2557.8;77;1850.7;24.035;196950.6
1/12/2023;2;1507.6;2026.4;518.8;2260.6;1741.8;2026.4;80.19;1927.37;24.035;162497.02
1/12/2023;3;1247.2;1518.2;271;2215.6;1944.6;1518.2;61.15;1469.74;24.035;92837.93
1/12/2023;4;1245.2;1595.5;350.3;2084.9;1734.6;1595.5;61.71;1483.2;24.035;98458.31
1/12/2023;5;1282.8;1503.5;220.7;2121.4;1900.7;1503.5;60.01;1442.34;24.035;90225.04
1/12/2023;6;1704.5;2369.5;665;2350.5;1685.5;2369.5;78.25;1880.74;24.035;185413.38
1/12/2023;7;2013.8;2804.3;790.5;2273.3;1482.8;2804.3;132.12;3175.5;24.035;370504.12
1/12/2023;8;2275.4;2789.9;514.5;2046.3;1531.8;2789.9;160;3845.6;24.035;446384
1/12/2023;9;2233.9;2759.5;525.6;1972.6;1447;2759.5;155.22;3730.71;24.035;428329.59
1/12/2023;10;2286.4;3001.5;715.1;2253.2;1538.1;3001.5;170.01;4086.19;24.035;510285.02
1/12/2023;11;2210.1;2893.8;683.7;2205.9;1522.2;2893.8;152.78;3672.07;24.035;442114.76
1/12/2023;12;2192.8;2906.7;713.9;2272.6;1558.7;2906.7;144.62;3475.94;24.035;420366.95
1/12/2023;13;2207.6;2743.6;536;2343.4;1807.4;2743.6;137.25;3298.8;24.035;376559.1
1/12/2023;14;2129.9;2563.9;434;2206;1772;2563.9;139.79;3359.85;24.035;358407.58
1/12/2023;15;1923.3;2634.3;711;2284.2;1573.2;2634.3;135;3244.73;24.035;355630.5
1/12/2023;16;1943.9;2473;529.1;2146;1616.9;2473;121.85;2928.67;24.035;301335.05
1/12/2023;17;1971.3;2447.5;476.2;1987.1;1510.9;2447.5;122.77;2950.78;24.035;300479.58
1/12/2023;18;1977.5;2465.1;487.6;2045.7;1558.1;2465.1;134.84;3240.88;24.035;332394.08
1/12/2023;19;1835.9;2787.6;951.7;2257.9;1306.2;2787.6;147.05;3534.35;24.035;409916.58
1/12/2023;20;1814.4;2728;913.6;2429.2;1515.6;2728;142.34;3421.14;24.035;388303.52
1/12/2023;21;1739.7;2991.2;1251.5;2628.8;1377.3;2991.2;143.58;3450.95;24.035;429476.5
1/12/2023;22;1430.4;2942.3;1511.9;2827.3;1315.4;2942.3;113.32;2723.65;24.035;333421.44
1/12/2023;23;1256.1;2910.2;1654.1;2949.8;1295.7;2910.2;102.7;2468.4;24.035;298877.54
1/12/2023;24;1214.6;2596;1381.4;2764.3;1382.9;2596;80.56;1936.26;24.035;209133.76
1/13/2023;1;1397.5;2858.1;1460.6;3300.8;1840.2;2858.1;87.74;2107.08;24.015;250769.69
1/13/2023;2;1072.6;1846.2;773.6;3001;2227.4;1846.2;80.71;1938.25;24.015;149006.8
1/13/2023;3;1043.9;1576.3;532.4;2872.7;2340.3;1576.3;85.99;2065.05;24.015;135546.04
1/13/2023;4;1108.4;1391.8;283.4;2785.4;2502;1391.8;56.23;1350.36;24.015;78260.91
1/13/2023;5;1124.3;1283.5;159.2;2675.3;2516.1;1283.5;63.2;1517.75;24.015;81117.2
1/13/2023;6;1837.4;2266.6;429.2;2721.9;2292.7;2266.6;81.21;1950.26;24.015;184070.59
1/13/2023;7;1779.9;2346.9;567;2837.7;2270.7;2346.9;101.03;2426.24;24.015;237107.31
1/13/2023;8;2032.1;2418.4;386.3;2607.6;2221.3;2418.4;136.79;3285.01;24.015;330812.94
1/13/2023;9;2043.2;2514.8;471.6;2456.3;1984.7;2514.8;141.12;3389;24.015;354888.58
1/13/2023;10;2105.6;2444.9;339.3;2489.8;2150.5;2444.9;139.17;3342.17;24.015;340256.73
1/13/2023;11;2104.5;2359.3;254.8;2814.2;2559.4;2359.3;128.68;3090.25;24.015;303594.72
1/13/2023;12;2052.5;2492.6;440.1;2865.5;2425.4;2492.6;145.8;3501.39;24.015;363421.08
1/13/2023;13;2036.4;2459.8;423.4;2667.6;2244.2;2459.8;148.22;3559.5;24.015;364591.56
1/13/2023;14;2064.3;2122.2;57.9;2438.8;2380.9;2122.2;128.67;3090.01;24.015;273063.47
1/13/2023;15;1933.7;2193.7;260;2467.5;2207.5;2193.7;119.46;2868.83;24.015;262059.4
1/13/2023;16;1844;2258.7;414.7;2338;1923.3;2258.7;123.31;2961.29;24.015;278520.3
1/13/2023;17;1866.3;2326.2;459.9;2321.2;1861.3;2326.2;129.47;3109.22;24.015;301173.11
1/13/2023;18;1831.5;2357.1;525.6;2415.9;1890.3;2357.1;124.5;2989.87;24.015;293458.95
1/13/2023;19;1679.2;3047.1;1367.9;2928.2;1560.3;3047.1;169.35;4066.94;24.015;516026.39
1/13/2023;20;1582.3;3028.2;1445.9;2913.6;1467.7;3028.2;170.87;4103.44;24.015;517428.53
1/13/2023;21;1471.4;3348;1876.6;3125.1;1248.5;3348;172.98;4154.12;24.015;579137.04
1/13/2023;22;1198.1;2893.1;1695;3241.7;1546.7;2893.1;132.93;3192.31;24.015;384579.78
1/13/2023;23;1058;2916.6;1858.6;3453.8;1595.2;2916.6;135;3242.03;24.015;393741
1/13/2023;24;972.1;3009.3;2037.2;3607.3;1570.1;3009.3;108.23;2599.14;24.015;325696.54
1/14/2023;1;994.3;2876.7;1882.4;3222.4;1340;2876.7;111;2665.67;24.015;319313.7
1/14/2023;2;1164.7;3038.9;1874.2;3353;1478.8;3038.9;108.06;2595.06;24.015;328383.53
1/14/2023;3;1148.7;2981.5;1832.8;3317.2;1484.4;2981.5;91.18;2189.69;24.015;271853.17
1/14/2023;4;1152.2;2258.6;1106.4;3040;1933.6;2258.6;80.18;1925.52;24.015;181094.55
1/14/2023;5;1169.3;1793.6;624.3;2895.4;2271.1;1793.6;80.01;1921.44;24.015;143505.94
1/14/2023;6;1158.2;1954.3;796.1;2905.9;2109.8;1954.3;80.01;1921.44;24.015;156363.54
1/14/2023;7;1997.4;2826.6;829.2;2872.9;2043.7;2826.6;79.3;1904.39;24.015;224149.38
1/14/2023;8;1273.5;2865.5;1592;2892.3;1300.3;2865.5;111.39;2675.03;24.015;319188.05
1/14/2023;9;1327.5;2402.8;1075.3;2771.7;1696.4;2402.8;93.71;2250.45;24.015;225166.39
1/14/2023;10;1410.1;2765.4;1355.3;2835.3;1480;2765.4;124.4;2987.47;24.015;344015.76
1/14/2023;11;1574.7;2224.3;649.6;2714.1;2064.5;2224.3;86.19;2069.85;24.015;191712.42
1/14/2023;12;1553.5;2283.2;729.7;2683.3;1953.6;2283.2;97.24;2335.22;24.015;222018.37
1/14/2023;13;1516.5;2594.6;1078.1;2756.2;1678.1;2594.6;108.38;2602.75;24.015;281202.75
1/14/2023;14;1471;2318.9;847.9;2531.1;1683.2;2318.9;90.66;2177.2;24.015;210231.47
1/14/2023;15;1387.3;2254.2;866.9;2495.8;1628.9;2254.2;94.05;2258.61;24.015;212007.51
1/14/2023;16;1434.3;2090.2;655.9;2172.6;1516.7;2090.2;77.18;1853.48;24.015;161321.64
1/14/2023;17;1453.7;2040.8;587.1;2127.4;1540.3;2040.8;99.51;2389.73;24.015;203080.01
1/14/2023;18;1540.6;2289.6;749;2466.4;1717.4;2289.6;114.19;2742.27;24.015;261449.42
1/14/2023;19;1466.8;2812.5;1345.7;2687.1;1341.4;2812.5;141.21;3391.16;24.015;397153.13
1/14/2023;20;1430.1;2683.1;1253;2331;1078;2683.1;117.01;2810;24.015;313949.53
1/14/2023;21;1363;2907;1544;3129.9;1585.9;2907;123.64;2969.22;24.015;359421.48
1/14/2023;22;1243.8;2682.7;1438.9;3201.6;1762.7;2682.7;105;2521.58;24.015;281683.5
1/14/2023;23;1199.4;3041.8;1842.4;3325.2;1482.8;3041.8;117.43;2820.08;24.015;357198.57
1/14/2023;24;1200.1;2786.5;1586.4;3094.7;1508.3;2786.5;77.18;1853.48;24.015;215062.07
1/15/2023;1;1279;2848;1569;3111.3;1542.3;2848;25.24;606.14;24.015;71883.52
1/15/2023;2;1963;2926.7;963.7;2512.2;1548.5;2926.7;45.86;1101.33;24.015;134218.46
1/15/2023;3;2391.6;2889.5;497.9;2188.4;1690.5;2889.5;21.12;507.2;24.015;61026.24
1/15/2023;4;2401.3;2897.6;496.3;1982.1;1485.8;2897.6;5.42;130.16;24.015;15704.99
1/15/2023;5;2397.7;2778;380.3;2000.4;1620.1;2778;4.18;100.38;24.015;11612.04
1/15/2023;6;2404.4;2772.7;368.3;2173.2;1804.9;2772.7;5.27;126.56;24.015;14612.13
